ModelFeatName	Chromosome	MidPoint	Strand
8354.m02476	6	14967531	-
8354.m02477	6	14970976	+
8354.m02478	6	14978617	+
8354.m02479	6	14982355	-
8354.m01820	6	11007768	+
8354.m01821	6	11019293	-
8354.m01822	6	11027033	-
8354.m01823	6	11031473	-
8354.m02480	6	14985115	-
8354.m01824	6	11033398	+
8354.m02481	6	14988814	-
8354.m01825	6	11038638	+
8354.m02482	6	14993317	-
8354.m01826	6	11048364	+
8354.m02483	6	15002806	+
8354.m01827	6	11053971	+
8354.m02484	6	15006873	+
8354.m01828	6	11055729	-
8354.m02485	6	15011735	-
8354.m02486	6	15016268	-
8354.m02487	6	15024830	+
8354.m02488	6	15027707	-
8354.m02489	6	15038411	-
8354.m01830	6	11066520	-
8354.m01831	6	11076121	-
8354.m01832	6	11097957	-
8354.m01833	6	11101030	-
8354.m02490	6	15040542	+
8354.m01834	6	11104375	-
8354.m02491	6	15042727	-
8354.m01835	6	11119079	-
8354.m02492	6	15051853	+
8354.m01836	6	11123017	-
8354.m02493	6	15057222	-
8354.m01837	6	11127769	-
8354.m02494	6	15065029	+
8354.m01838	6	11131864	+
8354.m02495	6	15071924	-
8354.m01839	6	11149836	-
8354.m02496	6	15088245	+
8354.m02497	6	15094191	-
8354.m02498	6	15101067	-
8354.m02499	6	15104227	-
8354.m01840	6	11153283	-
8354.m01841	6	11157730	-
8354.m01842	6	11160027	-
8354.m01843	6	11163566	-
8354.m01845	6	11185985	-
8354.m01846	6	11192321	+
8354.m01847	6	11198609	+
8354.m01848	6	11205078	-
8354.m01849	6	11210139	-
8354.m01850	6	11212685	+
8354.m01851	6	11216312	-
8354.m01852	6	11219387	+
8354.m01853	6	11226345	-
8354.m01854	6	11236939	+
8354.m01855	6	11241409	-
8354.m01856	6	11245881	+
8354.m01857	6	11247901	+
8354.m01858	6	11256223	+
8354.m01859	6	11264589	+
8354.m04400	6	27437118	+
8354.m04401	6	27438985	+
8354.m04402	6	27440334	-
8354.m04403	6	27443352	+
8354.m04404	6	27446145	+
8354.m04405	6	27450010	-
8354.m04406	6	27456583	-
8354.m04407	6	27463694	-
8354.m04408	6	27464787	+
8354.m04409	6	27474088	-
8354.m01860	6	11268732	+
8354.m01861	6	11271911	+
8354.m01862	6	11282922	-
8354.m01863	6	11290436	+
8354.m01864	6	11295747	+
8354.m01865	6	11300728	+
8354.m01866	6	11306087	-
8354.m01867	6	11312324	+
8354.m01868	6	11318339	+
8354.m01869	6	11322503	+
8354.m04410	6	27475331	+
8354.m04411	6	27476287	+
8354.m04412	6	27479109	+
8354.m04413	6	27483797	-
8354.m04414	6	27490213	+
8354.m04415	6	27492002	-
8354.m04416	6	27494082	+
8354.m04417	6	27499975	-
8354.m04418	6	27504380	+
8354.m04419	6	27509022	-
8354.m01870	6	11333381	+
8354.m01871	6	11344430	+
8354.m01872	6	11349157	-
8354.m01873	6	11354425	-
8354.m01874	6	11356299	-
8354.m01875	6	11361719	-
8354.m01876	6	11366202	-
8354.m01877	6	11373108	-
8354.m01878	6	11376609	+
8354.m01879	6	11378523	-
8354.m04420	6	27513819	+
8354.m04421	6	27531158	-
8354.m04422	6	27540642	+
8354.m04423	6	27557601	+
8354.m04424	6	27563294	-
8354.m04425	6	27566847	-
8354.m04426	6	27572938	+
8354.m04427	6	27578400	+
8354.m04428	6	27584518	-
8354.m04429	6	27594661	-
8354.m01880	6	11389791	-
8354.m01881	6	11393585	+
8354.m01882	6	11407262	-
8354.m01883	6	11415086	+
8354.m01884	6	11418377	-
8354.m01885	6	11421804	-
8354.m01886	6	11428957	+
8354.m01887	6	11430628	+
8354.m01888	6	11434410	-
8354.m01889	6	11440843	-
8354.m04430	6	27596893	+
8354.m04431	6	27600567	-
8354.m04432	6	27605928	+
8354.m04433	6	27607534	+
8354.m04434	6	27609995	+
8354.m04435	6	27617155	-
8354.m04436	6	27626057	+
8354.m04437	6	27634850	+
8354.m04438	6	27638949	-
8354.m04439	6	27645718	+
8354.m01890	6	11444639	+
8354.m01891	6	11450389	+
8354.m01892	6	11457827	-
8354.m01893	6	11463463	-
8354.m01894	6	11468466	-
8354.m01895	6	11470756	+
8354.m01896	6	11474749	-
8354.m01897	6	11480188	-
8354.m01898	6	11484881	+
8354.m01899	6	11487033	+
8354.m04440	6	27651071	+
8354.m04441	6	27657455	+
8354.m04442	6	27662353	-
8354.m04443	6	27666026	+
8354.m01100	6	6330174	-
8354.m04444	6	27670868	-
8354.m01101	6	6334412	+
8354.m04445	6	27675795	-
8354.m01102	6	6338265	-
8354.m04446	6	27678508	-
8354.m01103	6	6357887	-
8354.m04447	6	27680418	-
8354.m01104	6	6367602	-
8354.m04448	6	27682108	-
8354.m01105	6	6382097	-
8354.m04449	6	27688235	+
8354.m01106	6	6387303	+
8354.m01107	6	6400181	+
8354.m01108	6	6406401	-
8354.m01109	6	6416384	-
8354.m04450	6	27692222	-
8354.m04451	6	27698359	-
8354.m04452	6	27707920	-
8354.m04453	6	27712708	-
8354.m01110	6	6422076	-
8354.m04454	6	27714647	+
8354.m01111	6	6426374	-
8354.m04455	6	27717751	-
8354.m01112	6	6430481	-
8354.m04456	6	27722681	+
8354.m01113	6	6436110	-
8354.m04457	6	27726968	-
8354.m01114	6	6440163	+
8354.m04458	6	27733709	-
8354.m01115	6	6443294	-
8354.m04459	6	27748456	-
8354.m01116	6	6446091	+
8354.m01118	6	6449346	-
8354.m01119	6	6454546	+
8354.m03801	6	23404992	-
8354.m03802	6	23419022	+
8354.m03803	6	23454791	+
8354.m04460	6	27754169	-
8354.m03804	6	23463692	+
8354.m04461	6	27758143	+
8354.m03805	6	23471402	-
8354.m04462	6	27766159	-
8354.m03806	6	23483657	+
8354.m04463	6	27774098	+
8354.m03807	6	23488536	-
8354.m01120	6	6456878	+
8354.m04464	6	27781789	+
8354.m03808	6	23495535	+
8354.m01121	6	6459584	-
8354.m04465	6	27786381	-
8354.m03809	6	23500488	-
8354.m01122	6	6472232	-
8354.m04466	6	27789877	-
8354.m01123	6	6480751	+
8354.m04467	6	27801834	+
8354.m01124	6	6485922	+
8354.m04468	6	27802993	-
8354.m01125	6	6498402	+
8354.m04469	6	27810411	+
8354.m01126	6	6501454	-
8354.m01127	6	6521681	+
8354.m01128	6	6526336	-
8354.m01129	6	6536516	+
8354.m03810	6	23507653	-
8354.m03811	6	23514031	-
8354.m03812	6	23522460	+
8354.m03813	6	23529677	-
8354.m04470	6	27812416	-
8354.m04471	6	27813275	-
8354.m03815	6	23536154	-
8354.m04472	6	27815050	-
8354.m03816	6	23550929	+
8354.m04473	6	27819746	-
8354.m03817	6	23559986	-
8354.m01130	6	6550318	+
8354.m04474	6	27824585	-
8354.m03818	6	23569204	-
8354.m01131	6	6552655	-
8354.m04475	6	27828369	-
8354.m03819	6	23581297	+
8354.m01132	6	6555829	-
8354.m04476	6	27831763	-
8354.m01133	6	6564260	-
8354.m04477	6	27839366	+
8354.m01134	6	6569551	+
8354.m04478	6	27845878	-
8354.m01135	6	6572243	-
8354.m04479	6	27854071	-
8354.m01136	6	6577749	+
8354.m01137	6	6608156	+
8354.m01138	6	6615613	-
8354.m01139	6	6643609	+
8354.m03820	6	23607241	+
8354.m03821	6	23629469	+
8354.m03822	6	23631419	+
8354.m03823	6	23639158	-
8354.m04480	6	27862517	-
8354.m03824	6	23640721	+
8354.m04481	6	27867945	-
8354.m03825	6	23655140	+
8354.m04482	6	27874690	+
8354.m03826	6	23658020	+
8354.m04483	6	27878291	+
8354.m03827	6	23672905	+
8354.m01140	6	6648962	-
8354.m04484	6	27882514	-
8354.m03828	6	23676736	-
8354.m01141	6	6651700	-
8354.m04485	6	27892649	-
8354.m03829	6	23682586	+
8354.m01142	6	6658334	-
8354.m04486	6	27897843	+
8354.m01143	6	6664370	+
8354.m04487	6	27904178	-
8354.m01144	6	6668556	-
8354.m04488	6	27911504	+
8354.m01145	6	6678494	+
8354.m04489	6	27915044	+
8354.m01146	6	6685379	+
8354.m01147	6	6694811	+
8354.m01148	6	6702550	+
8354.m01149	6	6704548	+
8354.m03830	6	23690530	+
8354.m03831	6	23696537	-
8354.m03832	6	23699137	-
8354.m03833	6	23709039	+
8354.m04490	6	27919448	+
8354.m03834	6	23715951	+
8354.m04491	6	27922504	-
8354.m03835	6	23719405	+
8354.m04492	6	27923855	+
8354.m03836	6	23729363	+
8354.m04493	6	27925896	-
8354.m03837	6	23738791	-
8354.m01150	6	6707288	-
8354.m04494	6	27929364	-
8354.m03838	6	23744271	+
8354.m01151	6	6709961	+
8354.m04495	6	27934122	+
8354.m03839	6	23759609	-
8354.m01152	6	6716415	+
8354.m04496	6	27937742	-
8354.m01153	6	6726233	+
8354.m04497	6	27942190	+
8354.m01154	6	6733063	-
8354.m04498	6	27944455	-
8354.m01155	6	6737109	-
8354.m01156	6	6747761	-
8354.m04499	6	27950487	+
8354.m01157	6	6750910	-
8354.m01158	6	6757252	+
8354.m01159	6	6759099	-
8354.m03840	6	23772687	+
8354.m03841	6	23794467	-
8354.m03842	6	23801304	-
8354.m03843	6	23810316	+
8354.m00500	6	2727226	-
8354.m03844	6	23816742	-
8354.m00501	6	2731679	-
8354.m03845	6	23823316	-
8354.m00502	6	2736876	+
8354.m03846	6	23826758	+
8354.m00503	6	2743009	+
8354.m03847	6	23828781	-
8354.m00504	6	2746901	-
8354.m01160	6	6761060	+
8354.m03848	6	23831778	-
8354.m00505	6	2758821	+
8354.m01161	6	6763093	+
8354.m03849	6	23838823	+
8354.m00506	6	2764280	-
8354.m01162	6	6765343	-
8354.m00507	6	2771106	-
8354.m01163	6	6769971	-
8354.m00508	6	2776205	-
8354.m01164	6	6778108	-
8354.m00509	6	2788702	+
8354.m01165	6	6782756	+
8354.m01166	6	6785951	-
8354.m01167	6	6794897	-
8354.m01168	6	6812130	+
8354.m01169	6	6822141	+
8354.m03850	6	23847648	-
8354.m03851	6	23855254	+
8354.m03852	6	23861601	+
8354.m03853	6	23865216	-
8354.m00510	6	2793383	-
8354.m03854	6	23870032	-
8354.m00511	6	2800048	-
8354.m03855	6	23883361	-
8354.m00512	6	2803395	-
8354.m03856	6	23890524	-
8354.m00513	6	2812121	+
8354.m03857	6	23894904	+
8354.m00514	6	2814990	-
8354.m01170	6	6833039	+
8354.m03858	6	23899940	-
8354.m00515	6	2816791	-
8354.m01171	6	6845589	-
8354.m03859	6	23903885	-
8354.m00516	6	2819729	+
8354.m01172	6	6860343	-
8354.m00517	6	2825790	-
8354.m01173	6	6866031	+
8354.m00518	6	2830075	+
8354.m01174	6	6875476	+
8354.m00519	6	2831925	+
8354.m01175	6	6883388	+
8354.m01176	6	6887978	+
8354.m01177	6	6890766	+
8354.m01178	6	6892851	-
8354.m01179	6	6899284	-
8354.m03860	6	23908614	+
8354.m03861	6	23911979	+
8354.m03862	6	23914305	-
8354.m03863	6	23918925	-
8354.m00520	6	2838762	-
8354.m03864	6	23922148	+
8354.m00521	6	2841190	-
8354.m03865	6	23924359	-
8354.m00522	6	2848992	+
8354.m03866	6	23926590	+
8354.m00523	6	2853806	+
8354.m03867	6	23927753	+
8354.m00524	6	2855330	+
8354.m01180	6	6905983	-
8354.m03868	6	23929516	+
8354.m00526	6	2863726	-
8354.m01182	6	6910217	+
8354.m03869	6	23934504	-
8354.m00527	6	2873392	-
8354.m01183	6	6915202	-
8354.m00528	6	2882096	+
8354.m01184	6	6919099	+
8354.m00529	6	2885040	+
8354.m01185	6	6923618	-
8354.m01186	6	6927196	-
8354.m01187	6	6932532	-
8354.m01188	6	6938106	-
8354.m01189	6	6942869	+
8354.m03870	6	23938214	-
8354.m03871	6	23943219	+
8354.m03872	6	23948149	-
8354.m03873	6	23958301	-
8354.m00530	6	2895581	+
8354.m03874	6	23969398	-
8354.m00531	6	2900590	+
8354.m03875	6	23977807	-
8354.m00532	6	2902372	+
8354.m03876	6	23990058	+
8354.m00533	6	2906533	+
8354.m03877	6	23997348	-
8354.m00534	6	2915800	+
8354.m01190	6	6952386	+
8354.m00535	6	2924399	+
8354.m01191	6	6961583	+
8354.m03878	6	24013545	-
8354.m00536	6	2930222	-
8354.m01192	6	6964783	-
8354.m03879	6	24022174	+
8354.m00537	6	2936777	-
8354.m01193	6	6971196	-
8354.m00538	6	2941702	-
8354.m01194	6	6976120	-
8354.m00539	6	2947965	-
8354.m01195	6	6987055	-
8354.m01196	6	6989904	-
8354.m01197	6	6995079	-
8354.m01198	6	7000885	-
8354.m01199	6	7006504	-
8354.m03880	6	24026531	-
8354.m03881	6	24035368	-
8354.m03882	6	24044569	-
8354.m03883	6	24048355	+
8354.m00540	6	2954160	+
8354.m03884	6	24055690	+
8354.m00541	6	2959792	-
8354.m03885	6	24062673	-
8354.m00542	6	2991808	+
8354.m03886	6	24074435	-
8354.m00543	6	2995160	-
8354.m00544	6	2998569	+
8354.m03887	6	24080671	-
8354.m00545	6	3002288	-
8354.m03888	6	24086986	-
8354.m00546	6	3007497	+
8354.m03889	6	24091606	+
8354.m00547	6	3009837	-
8354.m00548	6	3010796	+
8354.m03890	6	24094256	-
8354.m03891	6	24099357	+
8354.m03892	6	24104384	+
8354.m03893	6	24114325	-
8354.m00550	6	3012558	-
8354.m03894	6	24124052	+
8354.m00551	6	3016151	-
8354.m03895	6	24128697	+
8354.m00552	6	3022643	+
8354.m00553	6	3030504	-
8354.m03896	6	24137796	+
8354.m00554	6	3037628	-
8354.m03897	6	24143260	+
8354.m00555	6	3044927	-
8354.m03898	6	24152539	+
8354.m00556	6	3049372	+
8354.m03899	6	24156482	+
8354.m00557	6	3051742	-
8354.m00558	6	3059341	+
8354.m00559	6	3067308	+
8354.m03100	6	18925705	-
8354.m03101	6	18929829	-
8354.m03102	6	18943869	-
8354.m03103	6	18948336	-
8354.m03104	6	18949480	-
8354.m03105	6	18953039	-
8354.m03106	6	18958288	+
8354.m03107	6	18961220	-
8354.m03108	6	18964102	+
8354.m03109	6	18970335	+
8354.m00560	6	3070293	-
8354.m00561	6	3073226	-
8354.m00562	6	3074524	+
8354.m00563	6	3076632	-
8354.m00564	6	3083361	+
8354.m00565	6	3087015	+
8354.m00566	6	3090768	+
8354.m00567	6	3093846	-
8354.m00568	6	3094440	-
8354.m00569	6	3097427	+
8354.m03110	6	18971973	+
8354.m03111	6	18974657	-
8354.m03112	6	18977484	-
8354.m03113	6	18978665	+
8354.m03114	6	18980995	+
8354.m03115	6	18985413	-
8354.m03116	6	18994585	-
8354.m03117	6	19002487	-
8354.m03118	6	19014125	-
8354.m03119	6	19021829	+
8354.m00570	6	3100913	+
8354.m00571	6	3107605	-
8354.m00572	6	3115670	+
8354.m00573	6	3120551	-
8354.m00574	6	3133750	-
8354.m00575	6	3143203	+
8354.m00576	6	3151665	+
8354.m00577	6	3155956	+
8354.m00578	6	3162970	+
8354.m03120	6	19028263	-
8354.m03121	6	19030166	-
8354.m03122	6	19032504	+
8354.m03123	6	19038505	-
8354.m03124	6	19040181	-
8354.m03125	6	19044496	-
8354.m03126	6	19047781	+
8354.m03127	6	19050456	-
8354.m03128	6	19055329	+
8354.m03129	6	19056299	-
8354.m00580	6	3175248	-
8354.m00581	6	3180221	+
8354.m00582	6	3185508	-
8354.m00583	6	3191630	-
8354.m00584	6	3198664	-
8354.m00585	6	3208980	-
8354.m00586	6	3214687	-
8354.m00587	6	3220259	-
8354.m00588	6	3224833	+
8354.m00589	6	3229101	+
8354.m03130	6	19061215	+
8354.m03131	6	19065163	-
8354.m03132	6	19067718	+
8354.m03133	6	19071858	-
8354.m03134	6	19078405	-
8354.m03135	6	19086734	+
8354.m03136	6	19091551	-
8354.m03137	6	19106226	+
8354.m03138	6	19109534	+
8354.m03139	6	19114759	-
8354.m00590	6	3232839	+
8354.m00591	6	3238187	-
8354.m00592	6	3242323	-
8354.m00593	6	3249645	-
8354.m00594	6	3256674	-
8354.m00595	6	3261053	-
8354.m00596	6	3265691	+
8354.m00597	6	3269137	+
8354.m00598	6	3271624	+
8354.m00599	6	3275234	-
8354.m03140	6	19118133	+
8354.m03141	6	19123102	-
8354.m03142	6	19129381	-
8354.m03143	6	19132664	+
8354.m03144	6	19135339	-
8354.m03145	6	19140212	+
8354.m03146	6	19141182	-
8354.m03147	6	19146098	+
8354.m03148	6	19150046	-
8354.m03149	6	19155540	+
8354.m03150	6	19161439	+
8354.m03151	6	19168233	-
8354.m03152	6	19172587	+
8354.m03153	6	19176487	+
8354.m03154	6	19178065	+
8354.m03155	6	19181106	-
8354.m03156	6	19184614	+
8354.m03157	6	19190394	+
8354.m03158	6	19193635	-
8354.m03159	6	19195790	-
8354.m02500	6	15110009	+
8354.m02501	6	15111517	+
8354.m02502	6	15122023	-
8354.m02503	6	15125566	+
8354.m03160	6	19197358	-
8354.m02504	6	15130842	-
8354.m03161	6	19208146	+
8354.m02505	6	15138480	-
8354.m03162	6	19213908	-
8354.m02506	6	15145174	+
8354.m03163	6	19216997	+
8354.m02507	6	15150577	-
8354.m03164	6	19221051	-
8354.m02508	6	15154017	+
8354.m03165	6	19224778	-
8354.m02509	6	15155852	+
8354.m03166	6	19240040	-
8354.m03167	6	19243184	-
8354.m03168	6	19253597	-
8354.m03169	6	19258201	+
8354.m02510	6	15159732	+
8354.m02511	6	15171308	+
8354.m02512	6	15174324	+
8354.m02513	6	15178757	+
8354.m03170	6	19261947	-
8354.m02514	6	15183399	+
8354.m03171	6	19271846	-
8354.m02515	6	15189053	+
8354.m03172	6	19272993	+
8354.m02516	6	15192900	-
8354.m03173	6	19279317	-
8354.m02517	6	15196833	+
8354.m03174	6	19287692	-
8354.m02518	6	15199384	-
8354.m03175	6	19301089	+
8354.m02519	6	15206935	+
8354.m03176	6	19304406	-
8354.m03177	6	19314394	+
8354.m03178	6	19319281	-
8354.m03179	6	19327226	-
8354.m02520	6	15210739	-
8354.m02521	6	15215833	-
8354.m02522	6	15218787	-
8354.m02523	6	15232186	-
8354.m03180	6	19335056	-
8354.m02524	6	15241089	+
8354.m03181	6	19337325	-
8354.m02525	6	15248317	-
8354.m03182	6	19342876	+
8354.m02526	6	15250826	-
8354.m03183	6	19351629	+
8354.m02527	6	15255895	+
8354.m03184	6	19358172	-
8354.m02528	6	15269488	+
8354.m03185	6	19363717	-
8354.m02529	6	15273883	-
8354.m03186	6	19371318	+
8354.m03187	6	19372958	+
8354.m03188	6	19378958	-
8354.m03189	6	19386926	-
8354.m02530	6	15277002	+
8354.m02531	6	15286563	-
8354.m02532	6	15293439	+
8354.m02533	6	15294567	+
8354.m03190	6	19396083	+
8354.m02534	6	15300460	+
8354.m03191	6	19398062	-
8354.m02535	6	15306038	-
8354.m03192	6	19400322	+
8354.m02536	6	15308765	-
8354.m03193	6	19410346	-
8354.m02537	6	15314349	+
8354.m03194	6	19416809	+
8354.m02538	6	15319920	-
8354.m03195	6	19427087	+
8354.m02539	6	15322575	-
8354.m03196	6	19440486	+
8354.m03197	6	19450478	+
8354.m03198	6	19453753	-
8354.m03199	6	19465660	-
8354.m02540	6	15330292	+
8354.m02541	6	15342977	-
8354.m02542	6	15346446	-
8354.m02543	6	15353219	-
8354.m02544	6	15362234	-
8354.m02545	6	15367042	+
8354.m02546	6	15373812	-
8354.m02547	6	15386379	-
8354.m02548	6	15392789	+
8354.m02549	6	15406673	-
8354.m02550	6	15418300	-
8354.m02551	6	15425822	+
8354.m02552	6	15431443	+
8354.m02553	6	15432526	+
8354.m02554	6	15438659	+
8354.m02555	6	15441524	+
8354.m02556	6	15444596	+
8354.m02557	6	15447335	-
8354.m02558	6	15451098	+
8354.m02559	6	15458304	-
8354.m01900	6	11490225	+
8354.m01901	6	11505963	+
8354.m01902	6	11520638	+
8354.m01903	6	11529073	-
8354.m02560	6	15469013	+
8354.m01904	6	11534706	+
8354.m02561	6	15475260	+
8354.m01905	6	11536858	+
8354.m02562	6	15483828	-
8354.m01906	6	11540050	+
8354.m02563	6	15492785	+
8354.m01907	6	11555788	+
8354.m02564	6	15495682	+
8354.m01908	6	11570871	+
8354.m02565	6	15497662	-
8354.m01909	6	11573101	-
8354.m02566	6	15502629	+
8354.m02567	6	15514766	-
8354.m02568	6	15531362	+
8354.m02569	6	15537129	-
8354.m01910	6	11579895	+
8354.m01911	6	11581401	-
8354.m01912	6	11585947	-
8354.m01913	6	11591892	+
8354.m02570	6	15539762	-
8354.m01914	6	11596851	-
8354.m02571	6	15548844	+
8354.m01915	6	11600468	-
8354.m02572	6	15554186	-
8354.m01916	6	11605511	-
8354.m02573	6	15558806	-
8354.m01917	6	11612956	+
8354.m02574	6	15564177	-
8354.m01918	6	11624059	+
8354.m02575	6	15566996	-
8354.m01919	6	11633134	-
8354.m02576	6	15573622	-
8354.m02577	6	15584691	-
8354.m02578	6	15588191	+
8354.m02579	6	15592839	-
8354.m01920	6	11637559	+
8354.m01921	6	11643405	+
8354.m01922	6	11648878	-
8354.m01923	6	11654735	+
8354.m02580	6	15598936	-
8354.m01924	6	11656699	-
8354.m02581	6	15604538	-
8354.m01925	6	11661470	-
8354.m02582	6	15606312	+
8354.m01926	6	11664385	-
8354.m02583	6	15613258	+
8354.m01927	6	11672225	-
8354.m02584	6	15615058	-
8354.m01928	6	11681744	+
8354.m02585	6	15623049	+
8354.m01929	6	11682704	+
8354.m02586	6	15627473	-
8354.m02587	6	15633623	+
8354.m02588	6	15637124	-
8354.m02589	6	15649178	-
8354.m01930	6	11685740	+
8354.m01931	6	11688049	+
8354.m01932	6	11692750	+
8354.m01933	6	11698802	-
8354.m02590	6	15654031	-
8354.m01934	6	11713602	-
8354.m02591	6	15658354	-
8354.m01935	6	11719025	-
8354.m02592	6	15661064	-
8354.m01936	6	11723928	+
8354.m02593	6	15663986	+
8354.m01937	6	11733752	-
8354.m02594	6	15666305	-
8354.m01938	6	11747723	-
8354.m02595	6	15675736	+
8354.m01939	6	11753964	-
8354.m02596	6	15686328	-
8354.m02597	6	15691585	+
8354.m02598	6	15706980	-
8354.m02599	6	15722714	+
8354.m01940	6	11759228	-
8354.m01941	6	11770252	-
8354.m01942	6	11779516	-
8354.m01943	6	11782176	-
8354.m01944	6	11796174	-
8354.m01945	6	11801112	-
8354.m01946	6	11807043	-
8354.m01947	6	11813411	-
8354.m01948	6	11818995	-
8354.m01949	6	11820824	-
8354.m01950	6	11823434	+
8354.m01951	6	11827155	-
8354.m01952	6	11843903	-
8354.m01953	6	11852069	-
8354.m01954	6	11853940	-
8354.m01955	6	11860973	-
8354.m01956	6	11864240	-
8354.m01957	6	11867610	+
8354.m01958	6	11872468	+
8354.m01959	6	11881772	-
8354.m04500	6	27952545	-
8354.m04501	6	27955069	+
8354.m04502	6	27958842	-
8354.m04503	6	27967238	-
8354.m04504	6	27971918	+
8354.m04505	6	27978323	+
8354.m04506	6	27983639	-
8354.m04507	6	27992805	+
8354.m04508	6	28010050	+
8354.m04509	6	28022017	-
8354.m01960	6	11887164	-
8354.m01961	6	11894115	+
8354.m01962	6	11898166	+
8354.m01964	6	11905903	-
8354.m01965	6	11908514	-
8354.m01966	6	11913468	+
8354.m01967	6	11921803	+
8354.m01968	6	11925468	+
8354.m01969	6	11932323	+
8354.m04510	6	28028233	+
8354.m04511	6	28031782	-
8354.m04512	6	28037199	-
8354.m04513	6	28045419	+
8354.m04514	6	28051467	+
8354.m04515	6	28056515	+
8354.m04516	6	28061783	-
8354.m04517	6	28072889	-
8354.m04518	6	28076388	-
8354.m04519	6	28079916	+
8354.m01970	6	11935958	+
8354.m01971	6	11945184	-
8354.m01972	6	11949631	+
8354.m01973	6	11956012	-
8354.m01974	6	11961578	-
8354.m01975	6	11972872	+
8354.m01976	6	11978422	+
8354.m01977	6	11983649	-
8354.m01978	6	11987854	+
8354.m01979	6	11990661	-
8354.m04520	6	28082726	-
8354.m04521	6	28086186	-
8354.m04522	6	28093752	+
8354.m04523	6	28098216	+
8354.m04524	6	28105637	+
8354.m04525	6	28107973	+
8354.m04526	6	28109193	-
8354.m04527	6	28117210	-
8354.m04528	6	28125182	+
8354.m04529	6	28131725	+
8354.m01980	6	11999890	+
8354.m01981	6	12009896	+
8354.m01982	6	12011488	+
8354.m01983	6	12018311	+
8354.m01984	6	12020710	-
8354.m01985	6	12025969	+
8354.m01986	6	12032482	-
8354.m01987	6	12036453	+
8354.m01988	6	12041956	+
8354.m01989	6	12046929	-
8354.m04530	6	28134486	-
8354.m04531	6	28141032	+
8354.m04532	6	28145337	-
8354.m04533	6	28147151	+
8354.m04534	6	28150034	+
8354.m04535	6	28154342	+
8354.m04536	6	28158786	-
8354.m04537	6	28169613	-
8354.m04538	6	28171823	+
8354.m04539	6	28178390	-
8354.m01990	6	12049265	+
8354.m01991	6	12052253	+
8354.m01992	6	12053789	-
8354.m01993	6	12059075	+
8354.m01994	6	12064042	-
8354.m01995	6	12068776	-
8354.m01996	6	12077030	+
8354.m01997	6	12081201	+
8354.m01998	6	12090480	+
8354.m01999	6	12097369	+
8354.m04540	6	28192420	+
8354.m04541	6	28193931	+
8354.m04542	6	28196443	-
8354.m04543	6	28203546	+
8354.m01200	6	7013490	-
8354.m04544	6	28206101	+
8354.m01201	6	7020845	+
8354.m04545	6	28209524	+
8354.m01202	6	7028872	+
8354.m04546	6	28212309	-
8354.m01203	6	7032592	+
8354.m04547	6	28220238	+
8354.m01204	6	7037096	-
8354.m04548	6	28228602	+
8354.m01205	6	7041749	+
8354.m04549	6	28230900	-
8354.m01206	6	7046354	-
8354.m01207	6	7050007	-
8354.m01208	6	7055760	+
8354.m01209	6	7064157	+
8354.m04550	6	28237899	+
8354.m04551	6	28243868	+
8354.m04552	6	28248984	+
8354.m04553	6	28255139	-
8354.m01210	6	7068788	+
8354.m04554	6	28265037	+
8354.m01211	6	7073844	-
8354.m04555	6	28270010	+
8354.m01212	6	7088615	+
8354.m04556	6	28271214	-
8354.m01213	6	7091026	-
8354.m04557	6	28274778	-
8354.m01214	6	7095560	+
8354.m04558	6	28288115	-
8354.m01215	6	7103032	-
8354.m04559	6	28291687	-
8354.m01216	6	7114241	-
8354.m01217	6	7122872	-
8354.m01218	6	7131398	-
8354.m01219	6	7140728	-
8354.m03900	6	24166845	+
8354.m03901	6	24177985	+
8354.m03902	6	24180938	-
8354.m03903	6	24189491	-
8354.m04560	6	28296975	+
8354.m03904	6	24194884	+
8354.m04561	6	28304685	-
8354.m03905	6	24204751	+
8354.m04562	6	28325958	+
8354.m03906	6	24212529	-
8354.m04563	6	28330523	+
8354.m03907	6	24220016	+
8354.m01220	6	7151533	+
8354.m04564	6	28333342	-
8354.m03908	6	24229050	-
8354.m01221	6	7156391	+
8354.m03909	6	24232110	+
8354.m01222	6	7158971	-
8354.m04566	6	28340360	-
8354.m01223	6	7168057	+
8354.m04567	6	28348004	-
8354.m01224	6	7171845	-
8354.m04568	6	28356478	-
8354.m01225	6	7179956	-
8354.m04569	6	28360112	+
8354.m01226	6	7185809	+
8354.m01227	6	7188672	-
8354.m01228	6	7192013	+
8354.m01229	6	7194613	+
8354.m03910	6	24238697	+
8354.m03911	6	24245092	-
8354.m03912	6	24252748	-
8354.m03913	6	24266325	+
8354.m04570	6	28363487	-
8354.m03914	6	24278848	+
8354.m04571	6	28368394	-
8354.m03915	6	24285337	+
8354.m04572	6	28375680	-
8354.m03916	6	24288235	-
8354.m04573	6	28383408	-
8354.m03917	6	24295847	-
8354.m01230	6	7199445	+
8354.m04574	6	28387574	-
8354.m03918	6	24297772	+
8354.m01231	6	7202662	-
8354.m04575	6	28406942	+
8354.m03919	6	24298708	-
8354.m01232	6	7218403	+
8354.m04576	6	28409453	-
8354.m01233	6	7224544	+
8354.m04577	6	28421865	+
8354.m04578	6	28425564	-
8354.m01235	6	7238237	-
8354.m04579	6	28432963	-
8354.m01236	6	7244452	+
8354.m01237	6	7250560	+
8354.m01238	6	7263964	-
