PubLocus	Chromosome	Class	MidPoint	Strand	Pseudo	Curated	GeneLen	ProLength	CDSLen	Iso	Exon	CDS	GS5	GS3
At5g39900	5	annotated_genes	15994964	-	0	0	2379	0	0	0	3	3	15996153 	15993775 	
At5g67540	5	annotated_genes	26962422	-	0	0	2338	0	0	1	3	2	26963591 	26961254 	
At5g39910	5	annotated_genes	15997769	-	0	0	2260	0	0	0	8	8	15998899 	15996640 	
At5g67550	5	annotated_genes	26965236	-	0	0	2205	0	0	0	7	7	26966338 	26964134 	
At5g45140	5	annotated_genes	18269913	-	0	0	10905	0	0	0	39	38	18275365 	18264461 	
At5g39920	5	annotated_genes	15999856	-	0	0	911	0	0	0	3	3	16000311 	15999401 	
At5g67560	5	annotated_genes	26968495	+	0	0	1831	0	0	0	6	6	26967580 	26969410 	
At5g45150	5	annotated_genes	18279620	+	0	0	3906	0	0	0	8	8	18277668 	18281573 	
At5g39930	5	annotated_genes	16003472	-	0	0	1992	0	0	0	9	9	16004468 	16002477 	
At5g67570	5	annotated_genes	26970812	+	0	0	2523	0	0	0	8	8	26969551 	26972073 	
At5g45160	5	annotated_genes	18284864	+	0	0	5293	0	0	0	22	22	18282218 	18287510 	
At5g39940	5	annotated_genes	16006355	+	0	0	3149	0	0	0	16	16	16004781 	16007929 	
At5g45170	5	annotated_genes	18288983	-	0	0	2826	0	0	0	11	11	18290396 	18287571 	
At5g39950	5	annotated_genes	16008551	-	0	0	1216	0	0	0	3	3	16009159 	16007944 	
At5g45180	5	annotated_genes	18292600	-	0	0	2390	0	0	0	5	5	18293795 	18291406 	
At5g39955	5	annotated_genes	16009909	-	1	0	495	0	0	0	1	1	16010156 	16009662 	
At5g45190	5	annotated_genes	18296962	-	0	0	4232	0	0	0	7	6	18299078 	18294847 	
At5g39960	5	annotated_genes	16012735	+	0	0	2626	0	0	0	9	9	16011423 	16014048 	
At5g45200	5	annotated_genes	18304376	-	0	0	6366	0	0	0	5	5	18307559 	18301194 	
At5g45210	5	annotated_genes	18314204	+	0	0	2914	0	0	0	4	4	18312748 	18315661 	
At5g45220	5	annotated_genes	18317224	-	0	0	2144	0	0	0	6	6	18318296 	18316153 	
At5g18370	5	annotated_genes	6086983	-	0	0	3891	0	0	0	4	4	6088928 	6085038 	
At5g45230	5	annotated_genes	18322452	-	0	0	6157	0	0	0	6	6	18325530 	18319374 	
At5g18380	5	annotated_genes	6090405	-	0	0	710	0	0	0	1	1	6090760 	6090051 	
At5g18390	5	annotated_genes	6091751	+	0	0	1592	0	0	0	1	1	6090956 	6092547 	
At5g18400	5	annotated_genes	6093836	-	0	0	2313	0	0	1	9	7	6094996 	6092684 	
At5g18410	5	annotated_genes	6101150	-	0	0	7664	0	0	1	31	30	6104982 	6097319 	
At5g18420	5	annotated_genes	6107433	-	0	0	3904	0	0	2	12	12	6109385 	6105482 	
At5g18430	5	annotated_genes	6111150	-	0	0	1572	0	0	0	5	5	6111936 	6110365 	
At5g18440	5	annotated_genes	6114500	+	0	0	2501	0	0	0	7	7	6113250 	6115750 	
At5g18450	5	annotated_genes	6116560	-	0	0	924	0	0	0	1	1	6117022 	6116099 	
At5g18460	5	annotated_genes	6124885	+	0	0	3676	0	0	0	7	7	6123048 	6126723 	
At5g67580	5	annotated_genes	26973633	-	0	0	2546	0	0	1	6	5	26974906 	26972361 	
At5g67590	5	annotated_genes	26976006	+	0	0	1550	0	0	0	5	5	26975232 	26976781 	
At5g67600	5	annotated_genes	26977166	-	0	0	739	0	0	0	3	3	26977535 	26976797 	
At5g67610	5	annotated_genes	26979541	-	0	0	2647	0	0	0	10	10	26980864 	26978218 	
At5g39970	5	annotated_genes	16017051	+	0	0	3598	0	0	0	7	7	16015253 	16018850 	
At5g67620	5	annotated_genes	26982609	-	0	0	1227	0	0	0	3	3	26983222 	26981996 	
At5g39980	5	annotated_genes	16019282	-	0	0	2037	0	0	0	1	1	16020300 	16018264 	
At5g67630	5	annotated_genes	26985613	-	0	0	2014	0	0	0	2	2	26986620 	26984607 	
At5g39990	5	annotated_genes	16022744	+	0	0	2449	0	0	0	4	4	16021520 	16023968 	
At5g67640	5	annotated_genes	26987273	-	0	0	1003	0	0	0	4	4	26987774 	26986772 	
At5g39995	5	annotated_genes	16026295	+	1	0	1059	0	0	0	1	1	16025766 	16026824 	
At5g45240	5	annotated_genes	18333624	+	0	0	5384	0	0	0	10	10	18330933 	18336316 	
At5g40000	5	annotated_genes	16029006	-	0	0	1413	0	0	0	1	1	16029712 	16028300 	
At5g45250	5	annotated_genes	18341195	-	0	0	4109	0	0	0	5	5	18343249 	18339141 	
At5g40010	5	annotated_genes	16038218	-	0	0	1545	0	0	0	1	1	16038990 	16037446 	
At5g40020	5	annotated_genes	16040767	-	0	0	1555	0	0	0	4	4	16041544 	16039990 	
At5g45260	5	annotated_genes	18345880	+	0	0	4885	0	0	0	5	5	18343438 	18348322 	
At5g40030	5	annotated_genes	16044483	+	0	0	2057	0	0	0	2	2	16043455 	16045511 	
At5g45270	5	annotated_genes	18349210	+	0	0	1253	0	0	0	2	2	18348584 	18349836 	
At5g45275	5	annotated_genes	18353119	-	0	0	2976	0	0	0	3	3	18354607 	18351632 	
At5g40040	5	annotated_genes	16047313	-	0	0	345	0	0	0	1	1	16047485 	16047141 	
At5g45280	5	annotated_genes	18364872	+	0	0	4101	0	0	1	13	12	18362822 	18366922 	
At5g45290	5	annotated_genes	18368367	-	0	0	2717	0	0	0	6	6	18369725 	18367009 	
At5g45300	5	annotated_genes	18372470	+	0	0	3262	0	0	0	10	10	18370840 	18374101 	
At5g18470	5	annotated_genes	6128739	+	0	0	1881	0	0	0	1	1	6127799 	6129679 	
At5g45310	5	annotated_genes	18377373	-	0	0	1744	0	0	0	4	3	18378245 	18376502 	
At5g18475	5	annotated_genes	6130137	-	0	0	1761	0	0	0	2	1	6131017 	6129257 	
At5g18480	5	annotated_genes	6132548	-	0	0	2675	0	0	0	9	9	6133885 	6131211 	
At5g18490	5	annotated_genes	6135460	-	0	0	2614	0	0	0	2	2	6136767 	6134154 	
At5g18500	5	annotated_genes	6140061	+	0	0	3142	0	0	0	8	7	6138491 	6141632 	
At5g40050	5	annotated_genes	16050045	-	0	0	1469	0	0	0	3	3	16050779 	16049311 	
At5g40060	5	annotated_genes	16053838	+	0	0	4046	0	0	0	6	6	16051816 	16055861 	
At5g45320	5	annotated_genes	18379930	-	0	0	700	0	0	0	2	2	18380280 	18379581 	
At5g40070	5	annotated_genes	16056691	+	0	0	569	0	0	0	2	2	16056407 	16056975 	
At5g45330	5	annotated_genes	18382349	-	0	0	2844	0	0	0	7	7	18383771 	18380928 	
At5g40080	5	annotated_genes	16058012	-	0	0	1679	0	0	0	3	3	16058851 	16057173 	
At5g45340	5	annotated_genes	18387052	-	0	0	2333	0	0	1	6	6	18388218 	18385886 	
At5g40090	5	annotated_genes	16059913	-	0	0	1534	0	0	0	1	1	16060680 	16059147 	
At5g45350	5	annotated_genes	18399995	-	0	0	1863	0	0	0	3	2	18400926 	18399064 	
At5g40100	5	annotated_genes	16062870	+	0	0	3427	0	0	0	5	5	16061157 	16064583 	
At5g40110	5	annotated_genes	16067583	+	0	0	843	0	0	0	1	1	16067162 	16068004 	
At5g45360	5	annotated_genes	18402894	-	0	0	2233	0	0	0	8	8	18404010 	18401778 	
At5g45370	5	annotated_genes	18406582	+	0	0	2130	0	0	2	7	7	18405518 	18407647 	
At5g18510	5	annotated_genes	6142834	-	0	0	2109	0	0	0	1	1	6143888 	6141780 	
At5g45380	5	annotated_genes	18410702	+	0	0	4703	0	0	0	10	10	18408351 	18413053 	
At5g18520	5	annotated_genes	6145780	+	0	0	1504	0	0	0	1	1	6145029 	6146532 	
At5g18525	5	annotated_genes	6148258	-	0	0	2998	0	0	0	9	9	6149757 	6146760 	
At5g18530	5	annotated_genes	6152153	-	0	0	3183	0	0	0	4	4	6153744 	6150562 	
At5g18540	5	annotated_genes	6154181	+	0	0	512	0	0	0	3	3	6153926 	6154437 	
At5g18550	5	annotated_genes	6161824	+	0	0	2616	0	0	0	7	7	6160517 	6163132 	
At5g18560	5	annotated_genes	6165291	-	0	0	1405	0	0	0	1	1	6165993 	6164589 	
At5g40120	5	annotated_genes	16069685	+	0	0	1158	0	0	0	1	1	16069107 	16070264 	
At5g40130	5	annotated_genes	16071104	-	1	0	360	0	0	0	1	1	16071284 	16070925 	
At5g45390	5	annotated_genes	18414436	+	0	0	1814	0	0	0	3	2	18413530 	18415343 	
At5g40140	5	annotated_genes	16075401	+	0	0	1653	0	0	0	1	1	16074575 	16076227 	
At5g45400	5	annotated_genes	18417544	+	0	0	2655	0	0	0	2	2	18416217 	18418871 	
At5g40150	5	annotated_genes	16077504	-	0	0	1535	0	0	0	1	1	16078271 	16076737 	
At5g45410	5	annotated_genes	18420080	-	0	0	1891	0	0	0	4	3	18421025 	18419135 	
At5g40155	5	annotated_genes	16079542	+	0	0	847	0	0	0	2	1	16079119 	16079965 	
At5g45420	5	annotated_genes	18422564	-	0	0	2538	0	0	0	2	1	18423833 	18421296 	
At5g40160	5	annotated_genes	16080636	-	0	0	1845	0	0	0	7	7	16081558 	16079714 	
At5g45430	5	annotated_genes	18426909	+	0	0	4590	0	0	0	13	11	18424615 	18429204 	
At5g40170	5	annotated_genes	16083560	-	0	0	2484	0	0	0	1	1	16084802 	16082319 	
At5g45440	5	annotated_genes	18430158	-	0	0	1248	0	0	0	1	1	18430782 	18429535 	
At5g40180	5	annotated_genes	16085292	+	0	0	284	0	0	0	2	2	16085151 	16085434 	
At5g45450	5	annotated_genes	18432713	+	0	0	651	0	0	0	1	1	18432388 	18433038 	
At5g45460	5	annotated_genes	18435544	-	0	0	2328	0	0	0	1	1	18436708 	18434381 	
At5g45470	5	annotated_genes	18440740	-	0	0	3058	0	0	0	1	1	18442269 	18439212 	
At5g18570	5	annotated_genes	6173249	-	0	0	3173	0	0	0	6	6	6174835 	6171663 	
At5g45480	5	annotated_genes	18444824	-	0	0	2987	0	0	0	1	1	18446317 	18443331 	
At5g18580	5	annotated_genes	6176783	+	0	0	3572	0	0	0	12	12	6174998 	6178569 	
At5g18590	5	annotated_genes	6180328	-	0	0	4742	0	0	1	17	16	6182708 	6177967 	
At5g18600	5	annotated_genes	6183610	-	0	0	692	0	0	0	1	1	6183956 	6183265 	
At5g18610	5	annotated_genes	6194055	+	0	0	2636	0	0	0	5	5	6192738 	6195373 	
At5g18620	5	annotated_genes	6199051	-	0	0	6250	0	0	1	25	25	6202168 	6195919 	
At5g40190	5	annotated_genes	16086796	-	0	0	734	0	0	0	1	1	16087163 	16086430 	
At5g40200	5	annotated_genes	16089050	+	0	0	2985	0	0	0	9	9	16087558 	16090542 	
At5g40210	5	annotated_genes	16092096	-	0	0	2498	0	0	0	7	7	16093345 	16090848 	
At5g11280	5	annotated_genes	3597886	+	0	0	1258	0	0	0	3	3	3597258 	3598515 	
At5g40220	5	annotated_genes	16096105	-	0	0	975	0	0	0	1	1	16096592 	16095618 	
At5g11290	5	annotated_genes	3599737	+	0	0	1472	0	0	0	1	1	3599002 	3600473 	
At5g40230	5	annotated_genes	16097919	-	0	0	2088	0	0	0	7	7	16098963 	16096876 	
At5g11300	5	annotated_genes	3603389	-	0	0	3743	0	0	0	13	12	3605260 	3601518 	
At5g40240	5	annotated_genes	16100572	-	0	0	2386	0	0	0	7	7	16101765 	16099380 	
At5g11310	5	annotated_genes	3607505	+	0	0	2206	0	0	0	2	2	3606403 	3608608 	
At5g40250	5	annotated_genes	16103849	+	0	0	1131	0	0	0	1	1	16103284 	16104414 	
At5g11320	5	annotated_genes	3612676	-	0	0	2115	0	0	1	3	3	3613362 	3611248 	
At5g40260	5	annotated_genes	16107983	+	0	0	1996	0	0	0	6	6	16106986 	16108981 	
At5g11330	5	annotated_genes	3618054	-	0	0	1678	0	0	0	4	4	3618893 	3617216 	
At5g40270	5	annotated_genes	16112423	-	0	0	4048	0	0	0	19	19	16114447 	16110400 	
At5g11340	5	annotated_genes	3620194	+	0	0	2077	0	0	0	3	3	3619156 	3621232 	
At5g40280	5	annotated_genes	16120404	+	0	0	3571	0	0	0	14	14	16118619 	16122189 	
At5g11350	5	annotated_genes	3623608	+	0	0	4077	0	0	0	15	15	3621570 	3625646 	
At5g11360	5	annotated_genes	3626138	-	0	0	1127	0	0	0	3	3	3626701 	3625575 	
At5g11370	5	annotated_genes	3628784	+	0	0	1869	0	0	0	5	5	3627850 	3629718 	
At5g40290	5	annotated_genes	16124108	-	0	0	3243	0	0	0	19	19	16125729 	16122487 	
At5g40300	5	annotated_genes	16129056	+	0	0	2101	0	0	0	3	3	16128006 	16130106 	
At5g11380	5	annotated_genes	3631720	+	0	0	3444	0	0	0	10	10	3629999 	3633442 	
At5g40310	5	annotated_genes	16131772	-	0	0	2545	0	0	0	5	5	16133044 	16130500 	
At5g11390	5	annotated_genes	3635115	+	0	0	2895	0	0	0	5	4	3633668 	3636562 	
At5g11400	5	annotated_genes	3637337	-	0	0	1446	0	0	0	6	6	3638060 	3636615 	
At5g40320	5	annotated_genes	16139877	+	0	0	1785	0	0	0	1	1	16138985 	16140769 	
At5g11410	5	annotated_genes	3639158	-	0	0	1453	0	0	0	6	6	3639884 	3638432 	
At5g40330	5	annotated_genes	16145918	+	0	0	1931	0	0	0	3	3	16144953 	16146883 	
At5g40340	5	annotated_genes	16150395	-	0	0	3027	0	0	0	1	1	16151908 	16148882 	
At5g11420	5	annotated_genes	3645947	+	0	0	2698	0	0	0	3	3	3644599 	3647296 	
At5g40350	5	annotated_genes	16157068	-	0	0	2589	0	0	0	3	3	16158362 	16155774 	
At5g40360	5	annotated_genes	16163109	+	0	0	1481	0	0	0	3	3	16162369 	16163849 	
At5g11430	5	annotated_genes	3650440	+	0	0	3930	0	0	0	4	4	3648476 	3652405 	
At5g11440	5	annotated_genes	3653334	-	0	0	548	0	0	0	2	2	3653608 	3653061 	
At5g11450	5	annotated_genes	3655493	+	0	0	2126	0	0	0	11	11	3654431 	3656556 	
At5g61220	5	annotated_genes	24643475	-	0	0	1348	0	0	0	3	1	24644149 	24642802 	
At5g61230	5	annotated_genes	24645293	+	0	0	1762	0	0	0	2	1	24644413 	24646174 	
At5g61240	5	annotated_genes	24647947	+	0	0	2474	0	0	0	11	11	24646711 	24649184 	
At5g61250	5	annotated_genes	24650857	-	0	0	3296	0	0	1	10	9	24652505 	24649210 	
At5g61260	5	annotated_genes	24655080	+	0	0	1491	0	0	0	1	1	24654335 	24655825 	
At5g61270	5	annotated_genes	24656879	-	0	0	1753	0	0	0	6	6	24657755 	24656003 	
At5g35450	5	annotated_genes	13686687	+	0	0	3297	0	0	0	4	3	13685039 	13688335 	
At5g61280	5	annotated_genes	24661493	-	0	0	1286	0	0	0	6	6	24662136 	24660851 	
At5g35460	5	annotated_genes	13690869	+	0	0	2201	0	0	0	8	8	13689769 	13691969 	
At5g35470	5	annotated_genes	13699842	-	0	0	273	0	0	0	1	1	13699978 	13699706 	
At5g35475	5	annotated_genes	13704282	-	0	0	549	0	0	0	2	2	13704556 	13704008 	
At5g40370	5	annotated_genes	16165607	-	0	0	1550	0	0	0	4	4	16166382 	16164833 	
At5g35480	5	annotated_genes	13706611	-	0	0	355	0	0	0	1	1	13706788 	13706434 	
At5g40380	5	annotated_genes	16170890	+	0	0	3031	0	0	0	6	6	16169375 	16172405 	
At5g35490	5	annotated_genes	13707412	+	0	0	732	0	0	0	1	1	13707047 	13707778 	
At5g40390	5	annotated_genes	16180664	+	0	0	3843	0	0	0	5	5	16178743 	16182585 	
At5g11460	5	annotated_genes	3657872	-	0	0	2121	0	0	0	3	2	3658932 	3656812 	
At5g35495	5	annotated_genes	13713855	+	1	0	3522	0	0	0	1	1	13712095 	13715616 	
At5g40400	5	annotated_genes	16184754	+	0	0	2631	0	0	0	3	3	16183439 	16186069 	
At5g11470	5	annotated_genes	3665204	-	0	0	3677	0	0	0	9	9	3667042 	3663366 	
At5g35510	5	annotated_genes	13717163	+	0	0	207	0	0	0	1	1	13717060 	13717266 	
At5g40410	5	annotated_genes	16188491	+	0	0	3897	0	0	0	2	2	16186543 	16190439 	
At5g11480	5	annotated_genes	3670386	-	0	0	2378	0	0	0	4	4	3671575 	3669198 	
At5g35520	5	annotated_genes	13719672	+	0	0	2094	0	0	0	8	8	13718626 	13720719 	
At5g40420	5	annotated_genes	16191316	-	0	0	1391	0	0	0	2	2	16192011 	16190621 	
At5g11490	5	annotated_genes	3674071	+	0	0	4468	0	0	0	11	11	3671838 	3676305 	
At5g40430	5	annotated_genes	16194307	-	0	0	1305	0	0	0	3	3	16194959 	16193655 	
At5g11500	5	annotated_genes	3677994	+	0	0	2707	0	0	0	6	6	3676641 	3679347 	
At5g40440	5	annotated_genes	16200382	+	0	0	2946	0	0	0	9	8	16198910 	16201855 	
At5g11510	5	annotated_genes	3682342	+	0	0	5067	0	0	0	12	11	3679809 	3684875 	
At5g40450	5	annotated_genes	16207391	-	0	0	10730	0	0	0	14	14	16212756 	16202027 	
At5g11520	5	annotated_genes	3686427	-	0	0	2676	0	0	0	11	11	3687765 	3685090 	
At5g40460	5	annotated_genes	16219817	+	0	0	686	0	0	0	1	1	16219475 	16220160 	
At5g11530	5	annotated_genes	3699345	+	0	0	4409	0	0	0	7	6	3697141 	3701549 	
At5g11540	5	annotated_genes	3703992	-	0	0	1980	0	0	0	3	3	3704982 	3703003 	
At5g11550	5	annotated_genes	3708628	-	0	0	1238	0	0	0	1	1	3709247 	3708010 	
At5g61290	5	annotated_genes	24667138	+	0	0	2709	0	0	0	7	7	24665784 	24668492 	
At5g61300	5	annotated_genes	24669066	-	0	0	1872	0	0	0	3	3	24670002 	24668131 	
At5g61310	5	annotated_genes	24671367	-	0	0	1452	0	0	1	2	1	24672086 	24670635 	
At5g61320	5	annotated_genes	24673094	-	0	0	1541	0	0	0	2	2	24673864 	24672324 	
At5g61330	5	annotated_genes	24676324	-	0	0	3841	0	0	0	14	13	24678244 	24674404 	
At5g61340	5	annotated_genes	24679786	-	0	0	1114	0	0	0	1	1	24680343 	24679230 	
At5g61350	5	annotated_genes	24686463	+	0	0	2529	0	0	0	1	1	24685199 	24687727 	
At5g61360	5	annotated_genes	24688852	+	0	0	1225	0	0	0	2	2	24688240 	24689464 	
At5g61370	5	annotated_genes	24689952	-	0	0	1862	0	0	0	1	1	24690883 	24689022 	
At5g35525	5	annotated_genes	13724749	+	0	0	872	0	0	0	4	4	13724314 	13725185 	
At5g61380	5	annotated_genes	24694044	+	0	0	3464	0	0	0	6	6	24692313 	24695776 	
At5g35530	5	annotated_genes	13728428	-	0	0	2119	0	0	0	6	6	13729487 	13727369 	
At5g35535	5	annotated_genes	13733616	+	1	0	5853	0	0	0	1	1	13730690 	13736542 	
At5g35540	5	annotated_genes	13739795	+	0	0	857	0	0	0	3	3	13739367 	13740223 	
At5g35550	5	annotated_genes	13744531	+	0	0	1118	0	0	0	3	3	13743973 	13745090 	
At5g35555	5	annotated_genes	13755703	-	1	0	4458	0	0	0	1	1	13757932 	13753475 	
At5g40470	5	annotated_genes	16226181	-	0	0	1889	0	0	0	1	1	16227125 	16225237 	
At5g35560	5	annotated_genes	13762416	-	0	0	6155	0	0	0	19	18	13765493 	13759339 	
At5g40480	5	annotated_genes	16235899	+	0	0	10622	0	0	0	36	36	16230589 	16241210 	
At5g11560	5	annotated_genes	3711762	-	0	0	4561	0	0	0	12	12	3714042 	3709482 	
At5g35570	5	annotated_genes	13768814	-	0	0	3748	0	0	0	9	9	13770688 	13766941 	
At5g40490	5	annotated_genes	16243770	+	0	0	2334	0	0	0	6	6	16242604 	16244937 	
At5g11570	5	annotated_genes	3717110	-	0	0	2334	0	0	0	5	5	3718277 	3715944 	
At5g11580	5	annotated_genes	3720073	+	0	0	2525	0	0	0	5	5	3718811 	3721335 	
At5g35575	5	annotated_genes	13774791	-	1	0	2868	0	0	0	1	1	13776225 	13773358 	
At5g40500	5	annotated_genes	16245450	+	0	0	778	0	0	0	3	3	16245062 	16245839 	
At5g11590	5	annotated_genes	3728145	-	0	0	711	0	0	0	1	1	3728500 	3727790 	
At5g40510	5	annotated_genes	16247371	+	0	0	1911	0	0	0	5	5	16246416 	16248326 	
At5g11600	5	annotated_genes	3734350	-	0	0	1332	0	0	0	4	4	3735016 	3733685 	
At5g40520	5	annotated_genes	16249993	-	0	0	3023	0	0	0	6	6	16251504 	16248482 	
At5g11610	5	annotated_genes	3736829	-	0	0	2868	0	0	1	5	4	3738218 	3735351 	
At5g11620	5	annotated_genes	3739612	-	0	0	1071	0	0	0	2	2	3740147 	3739077 	
At5g61390	5	annotated_genes	24697029	-	0	0	2283	0	0	0	6	6	24698170 	24695888 	
At5g61400	5	annotated_genes	24699758	+	0	0	1965	0	0	0	1	1	24698776 	24700740 	
At5g61410	5	annotated_genes	24702081	-	0	0	2500	0	0	1	10	9	24703331 	24700832 	
At5g61420	5	annotated_genes	24707349	-	0	0	1945	0	0	1	2	2	24708321 	24706377 	
At5g61430	5	annotated_genes	24719152	-	0	0	1609	0	0	0	3	3	24719956 	24718348 	
At5g61440	5	annotated_genes	24725422	+	0	0	1394	0	0	0	4	4	24724726 	24726119 	
At5g61450	5	annotated_genes	24728715	-	0	0	2913	0	0	0	15	15	24730171 	24727259 	
At5g61460	5	annotated_genes	24735234	-	0	0	7865	0	0	0	29	28	24739166 	24731302 	
At5g61470	5	annotated_genes	24740652	+	0	0	1114	0	0	0	1	1	24740096 	24741209 	
At5g35580	5	annotated_genes	13780127	+	0	0	1908	0	0	0	5	5	13779174 	13781081 	
At5g35590	5	annotated_genes	13783723	-	0	0	2648	0	0	0	9	9	13785047 	13782400 	
At5g35600	5	annotated_genes	13788146	-	0	0	1592	0	0	0	5	5	13788942 	13787351 	
At5g35601	5	annotated_genes	13793955	-	1	0	756	0	0	0	1	1	13794333 	13793578 	
At5g35602	5	annotated_genes	13798957	+	1	0	5226	0	0	0	1	1	13796345 	13801570 	
At5g40530	5	annotated_genes	16252595	+	0	0	1745	0	0	1	7	7	16251740 	16253484 	
At5g35603	5	annotated_genes	13802993	-	0	0	1034	0	0	0	4	4	13803510 	13802477 	
At5g40540	5	annotated_genes	16255713	+	0	0	2210	0	0	0	6	6	16254609 	16256818 	
At5g11630	5	annotated_genes	3741300	+	0	0	1680	0	0	0	4	3	3740461 	3742140 	
At5g35604	5	annotated_genes	13806005	-	0	0	1141	0	0	0	4	4	13806575 	13805435 	
At5g40550	5	annotated_genes	16259471	+	0	0	2277	0	0	0	9	9	16258333 	16260609 	
At5g11640	5	annotated_genes	3742994	+	0	0	1972	0	0	0	9	9	3742009 	3743980 	
At5g35606	5	annotated_genes	13809889	+	1	0	3159	0	0	0	1	1	13808310 	13811468 	
At5g40560	5	annotated_genes	16262759	+	0	0	1977	0	0	0	7	7	16261771 	16263747 	
At5g11650	5	annotated_genes	3746053	+	0	0	2146	0	0	0	7	7	3744981 	3747126 	
At5g40570	5	annotated_genes	16264752	+	0	0	1454	0	0	0	5	5	16264026 	16265479 	
At5g11660	5	annotated_genes	3749599	+	0	0	1438	0	0	0	5	5	3748881 	3750318 	
At5g40580	5	annotated_genes	16266760	-	0	0	2557	0	0	1	9	8	16268093 	16265537 	
At5g11670	5	annotated_genes	3756298	+	0	0	3889	0	0	0	19	19	3754354 	3758242 	
At5g40590	5	annotated_genes	16269105	-	0	0	882	0	0	0	1	1	16269546 	16268665 	
At5g11680	5	annotated_genes	3759853	+	0	0	1990	0	0	0	6	5	3758859 	3760848 	
At5g40595	5	annotated_genes	16271022	+	0	0	570	0	0	0	2	2	16270738 	16271307 	
At5g11690	5	annotated_genes	3761796	+	0	0	1103	0	0	0	2	1	3761245 	3762347 	
At5g40600	5	annotated_genes	16273132	-	0	0	1722	0	0	0	7	7	16273993 	16272272 	
At5g11700	5	annotated_genes	3766795	-	0	0	8658	0	0	0	22	22	3771124 	3762467 	
At5g11710	5	annotated_genes	3774764	+	0	0	3799	0	0	0	11	11	3772865 	3776663 	
At5g11720	5	annotated_genes	3778472	+	0	0	3315	0	0	0	6	6	3776815 	3780129 	
At5g61480	5	annotated_genes	24743417	-	0	0	3302	0	0	0	2	2	24745068 	24741767 	
At5g61490	5	annotated_genes	24750380	+	0	0	1025	0	0	0	4	4	24749868 	24750892 	
At5g61500	5	annotated_genes	24752602	-	0	0	2944	0	0	0	10	9	24754074 	24751131 	
At5g61510	5	annotated_genes	24755197	-	0	0	2054	0	0	0	5	5	24756224 	24754171 	
At5g61520	5	annotated_genes	24757375	-	0	0	2248	0	0	0	3	3	24758499 	24756252 	
At5g61530	5	annotated_genes	24760629	+	0	0	2708	0	0	1	10	9	24759278 	24761985 	
At5g61540	5	annotated_genes	24763470	+	0	0	2560	0	0	1	8	7	24762191 	24764750 	
At5g61550	5	annotated_genes	24767154	+	0	0	3653	0	0	0	9	8	24765328 	24768980 	
At5g35607	5	annotated_genes	13813171	-	1	0	1491	0	0	0	1	1	13813916 	13812426 	
At5g61560	5	annotated_genes	24772019	+	0	0	3851	0	0	0	11	9	24770094 	24773944 	
At5g35608	5	annotated_genes	13816797	+	1	0	2193	0	0	0	1	1	13815701 	13817893 	
At5g35610	5	annotated_genes	13837129	-	0	0	788	0	0	0	3	3	13837523 	13836736 	
At5g40605	5	annotated_genes	16279075	+	1	0	5237	0	0	0	1	1	16276457 	16281693 	
At5g35615	5	annotated_genes	13839983	-	1	0	1860	0	0	0	1	1	13840913 	13839054 	
At5g40610	5	annotated_genes	16283305	-	0	0	2431	0	0	0	10	10	16284520 	16282090 	
At5g35620	5	annotated_genes	13842778	-	0	0	1663	0	0	1	4	3	13843621 	13841959 	
At5g40620	5	annotated_genes	16286687	+	0	0	393	0	0	0	1	1	16286491 	16286883 	
At5g11730	5	annotated_genes	3781513	+	0	0	2403	0	0	0	2	2	3780312 	3782714 	
At5g35630	5	annotated_genes	13849263	+	0	0	2836	0	0	0	11	10	13847846 	13850681 	
At5g40630	5	annotated_genes	16289033	-	0	0	1331	0	0	0	2	2	16289698 	16288368 	
At5g11740	5	annotated_genes	3784522	+	0	0	542	0	0	0	1	1	3784252 	3784793 	
At5g35640	5	annotated_genes	13852349	+	0	0	974	0	0	0	2	2	13851863 	13852836 	
At5g40640	5	annotated_genes	16295961	+	0	0	3383	0	0	0	10	10	16294270 	16297652 	
At5g11750	5	annotated_genes	3788236	+	0	0	1954	0	0	0	5	5	3787260 	3789213 	
At5g35643	5	annotated_genes	13856865	+	1	0	7041	0	0	0	1	1	13853345 	13860385 	
At5g40645	5	annotated_genes	16297855	-	0	0	690	0	0	0	3	3	16298200 	16297511 	
At5g11760	5	annotated_genes	3789873	+	0	0	1161	0	0	0	2	1	3789293 	3790453 	
At5g40650	5	annotated_genes	16299693	+	0	0	2124	0	0	0	2	2	16298632 	16300755 	
At5g11770	5	annotated_genes	3791904	-	0	0	2195	0	0	0	2	2	3793001 	3790807 	
At5g40660	5	annotated_genes	16301646	-	0	0	1816	0	0	0	4	4	16302554 	16300739 	
At5g11780	5	annotated_genes	3795035	+	0	0	2214	0	0	0	5	5	3793929 	3796142 	
At5g40670	5	annotated_genes	16303976	+	0	0	2075	0	0	0	8	8	16302939 	16305013 	
At5g11790	5	annotated_genes	3801172	+	0	0	3243	0	0	0	11	11	3799551 	3802793 	
At5g40680	5	annotated_genes	16306605	+	0	0	1248	0	0	0	1	1	16305982 	16307229 	
At5g11800	5	annotated_genes	3805767	-	0	0	4861	0	0	0	20	20	3808197 	3803337 	
At5g11810	5	annotated_genes	3809735	+	0	0	2029	0	0	0	6	6	3808721 	3810749 	
At5g61570	5	annotated_genes	24776725	+	0	0	2306	0	0	0	2	2	24775573 	24777878 	
